Survey_Date,Kinneret_Level
15/11/2014,-212.87
14/11/2014,-212.87
13/11/2014,-212.86
12/11/2014,-212.855
11/11/2014,-212.85
10/11/2014,-212.84
09/11/2014,-212.835
08/11/2014,-212.835
07/11/2014,-212.83
06/11/2014,-212.83
05/11/2014,-212.825
04/11/2014,-212.825
03/11/2014,-212.83
02/11/2014,-212.83
01/11/2014,-212.835
31/10/2014,-212.845
30/10/2014,-212.84
29/10/2014,-212.835
28/10/2014,-212.83
27/10/2014,-212.825
26/10/2014,-212.82
25/10/2014,-212.815
24/10/2014,-212.81
23/10/2014,-212.805
22/10/2014,-212.8
21/10/2014,-212.8
20/10/2014,-212.795
19/10/2014,-212.795
18/10/2014,-212.795
17/10/2014,-212.79
16/10/2014,-212.785
15/10/2014,-212.785
14/10/2014,-212.785
13/10/2014,-212.78
12/10/2014,-212.775
11/10/2014,-212.765
10/10/2014,-212.755
09/10/2014,-212.75
08/10/2014,-212.74
07/10/2014,-212.735
06/10/2014,-212.73
05/10/2014,-212.725
04/10/2014,-212.72
03/10/2014,-212.71
02/10/2014,-212.7
01/10/2014,-212.695
30/09/2014,-212.685
29/09/2014,-212.675
28/09/2014,-212.67
27/09/2014,-212.665
26/09/2014,-212.655
25/09/2014,-212.645
24/09/2014,-212.64
23/09/2014,-212.63
22/09/2014,-212.62
21/09/2014,-212.61
20/09/2014,-212.6
19/09/2014,-212.59
18/09/2014,-212.58
17/09/2014,-212.565
16/09/2014,-212.555
15/09/2014,-212.545
14/09/2014,-212.535
13/09/2014,-212.525
12/09/2014,-212.515
11/09/2014,-212.505
10/09/2014,-212.5
09/09/2014,-212.49
08/09/2014,-212.48
07/09/2014,-212.47
06/09/2014,-212.46
05/09/2014,-212.45
04/09/2014,-212.44
03/09/2014,-212.43
02/09/2014,-212.42
01/09/2014,-212.41
31/08/2014,-212.4
30/08/2014,-212.385
29/08/2014,-212.37
28/08/2014,-212.36
27/08/2014,-212.35
26/08/2014,-212.34
25/08/2014,-212.33
24/08/2014,-212.32
23/08/2014,-212.305
22/08/2014,-212.295
21/08/2014,-212.285
20/08/2014,-212.275
19/08/2014,-212.265
18/08/2014,-212.25
17/08/2014,-212.235
16/08/2014,-212.225
15/08/2014,-212.215
14/08/2014,-212.2
13/08/2014,-212.185
12/08/2014,-212.175
11/08/2014,-212.165
10/08/2014,-212.155
09/08/2014,-212.14
08/08/2014,-212.125
07/08/2014,-212.115
06/08/2014,-212.105
05/08/2014,-212.095
04/08/2014,-212.09
03/08/2014,-212.08
02/08/2014,-212.065
01/08/2014,-212.05
31/07/2014,-212.035
30/07/2014,-212.02
29/07/2014,-212.01
28/07/2014,-211.995
27/07/2014,-211.98
26/07/2014,-211.965
25/07/2014,-211.95
24/07/2014,-211.935
23/07/2014,-211.92
22/07/2014,-211.905
21/07/2014,-211.89
20/07/2014,-211.875
19/07/2014,-211.86
18/07/2014,-211.845
17/07/2014,-211.83
16/07/2014,-211.82
15/07/2014,-211.81
14/07/2014,-211.795
13/07/2014,-211.78
12/07/2014,-211.77
11/07/2014,-211.755
10/07/2014,-211.74
09/07/2014,-211.725
08/07/2014,-211.71
07/07/2014,-211.695
06/07/2014,-211.68
05/07/2014,-211.665
04/07/2014,-211.65
03/07/2014,-211.635
02/07/2014,-211.62
01/07/2014,-211.61
30/06/2014,-211.6
29/06/2014,-211.585
28/06/2014,-211.57
27/06/2014,-211.555
26/06/2014,-211.545
25/06/2014,-211.535
24/06/2014,-211.53
23/06/2014,-211.525
22/06/2014,-211.52
21/06/2014,-211.51
20/06/2014,-211.5
19/06/2014,-211.49
18/06/2014,-211.48
17/06/2014,-211.47
16/06/2014,-211.46
15/06/2014,-211.45
14/06/2014,-211.44
13/06/2014,-211.43
12/06/2014,-211.415
11/06/2014,-211.405
10/06/2014,-211.395
09/06/2014,-211.385
08/06/2014,-211.375
07/06/2014,-211.365
06/06/2014,-211.355
05/06/2014,-211.345
04/06/2014,-211.335
03/06/2014,-211.325
02/06/2014,-211.315
01/06/2014,-211.305
31/05/2014,-211.29
30/05/2014,-211.275
29/05/2014,-211.26
28/05/2014,-211.25
27/05/2014,-211.24
26/05/2014,-211.23
25/05/2014,-211.22
24/05/2014,-211.21
23/05/2014,-211.2
22/05/2014,-211.19
21/05/2014,-211.18
20/05/2014,-211.175
19/05/2014,-211.165
18/05/2014,-211.155
17/05/2014,-211.145
16/05/2014,-211.135
15/05/2014,-211.125
14/05/2014,-211.12
13/05/2014,-211.11
12/05/2014,-211.105
11/05/2014,-211.1
10/05/2014,-211.095
09/05/2014,-211.09
08/05/2014,-211.11
07/05/2014,-211.11
06/05/2014,-211.105
05/05/2014,-211.1
04/05/2014,-211.095
03/05/2014,-211.09
02/05/2014,-211.085
01/05/2014,-211.08
30/04/2014,-211.07
29/04/2014,-211.06
28/04/2014,-211.05
27/04/2014,-211.04
26/04/2014,-211.035
25/04/2014,-211.035
24/04/2014,-211.03
23/04/2014,-211.03
22/04/2014,-211.03
21/04/2014,-211.025
20/04/2014,-211.025
19/04/2014,-211.025
18/04/2014,-211.025
17/04/2014,-211.025
16/04/2014,-211.025
15/04/2014,-211.02
14/04/2014,-211.015
13/04/2014,-211.01
12/04/2014,-211.01
11/04/2014,-211.01
10/04/2014,-211.01
09/04/2014,-211.01
08/04/2014,-211.01
07/04/2014,-211.01
06/04/2014,-211.01
05/04/2014,-211.01
04/04/2014,-211.01
03/04/2014,-211.01
02/04/2014,-211.01
01/04/2014,-211.01
31/03/2014,-211.015
30/03/2014,-211.015
29/03/2014,-211.015
28/03/2014,-211.015
27/03/2014,-211.015
26/03/2014,-211.015
25/03/2014,-211.02
24/03/2014,-211.02
23/03/2014,-211.02
22/03/2014,-211.02
21/03/2014,-211.02
20/03/2014,-211.02
19/03/2014,-211.02
18/03/2014,-211.025
17/03/2014,-211.025
16/03/2014,-211.03
15/03/2014,-211.04
14/03/2014,-211.05
13/03/2014,-211.07
12/03/2014,-211.08
11/03/2014,-211.09
10/03/2014,-211.1
09/03/2014,-211.12
08/03/2014,-211.125
07/03/2014,-211.125
06/03/2014,-211.125
05/03/2014,-211.125
04/03/2014,-211.13
03/03/2014,-211.13
02/03/2014,-211.13
01/03/2014,-211.14
28/02/2014,-211.14
27/02/2014,-211.14
26/02/2014,-211.145
25/02/2014,-211.145
24/02/2014,-211.145
23/02/2014,-211.15
22/02/2014,-211.15
21/02/2014,-211.15
20/02/2014,-211.15
19/02/2014,-211.15
18/02/2014,-211.15
17/02/2014,-211.15
16/02/2014,-211.15
15/02/2014,-211.155
14/02/2014,-211.16
13/02/2014,-211.16
12/02/2014,-211.165
11/02/2014,-211.17
10/02/2014,-211.17
09/02/2014,-211.17
08/02/2014,-211.17
07/02/2014,-211.17
06/02/2014,-211.17
05/02/2014,-211.17
04/02/2014,-211.17
03/02/2014,-211.17
02/02/2014,-211.17
01/02/2014,-211.18
31/01/2014,-211.18
30/01/2014,-211.18
29/01/2014,-211.185
28/01/2014,-211.195
27/01/2014,-211.2
26/01/2014,-211.2
25/01/2014,-211.2
24/01/2014,-211.2
23/01/2014,-211.205
22/01/2014,-211.21
21/01/2014,-211.21
20/01/2014,-211.215
19/01/2014,-211.22
18/01/2014,-211.225
17/01/2014,-211.23
16/01/2014,-211.21
15/01/2014,-211.22
14/01/2014,-211.23
13/01/2014,-211.24
12/01/2014,-211.24
11/01/2014,-211.24
10/01/2014,-211.24
09/01/2014,-211.23
08/01/2014,-211.24
07/01/2014,-211.25
06/01/2014,-211.255
05/01/2014,-211.26
04/01/2014,-211.265
03/01/2014,-211.275
02/01/2014,-211.285
01/01/2014,-211.29
31/12/2013,-211.29
30/12/2013,-211.29
29/12/2013,-211.29
28/12/2013,-211.29
27/12/2013,-211.29
26/12/2013,-211.285
25/12/2013,-211.285
24/12/2013,-211.29
23/12/2013,-211.29
22/12/2013,-211.29
21/12/2013,-211.29
20/12/2013,-211.29
19/12/2013,-211.3
18/12/2013,-211.3
17/12/2013,-211.3
16/12/2013,-211.3
15/12/2013,-211.3
14/12/2013,-211.32
13/12/2013,-211.36
12/12/2013,-211.37
11/12/2013,-211.39
10/12/2013,-211.4
09/12/2013,-211.4
08/12/2013,-211.4
07/12/2013,-211.4
06/12/2013,-211.4
05/12/2013,-211.4
04/12/2013,-211.41
03/12/2013,-211.41
02/12/2013,-211.41
01/12/2013,-211.41
30/11/2013,-211.405
29/11/2013,-211.405
28/11/2013,-211.405
27/11/2013,-211.405
26/11/2013,-211.405
25/11/2013,-211.405
24/11/2013,-211.4
23/11/2013,-211.4
22/11/2013,-211.4
21/11/2013,-211.4
20/11/2013,-211.4
19/11/2013,-211.395
18/11/2013,-211.395
17/11/2013,-211.39
16/11/2013,-211.385
15/11/2013,-211.385
14/11/2013,-211.38
13/11/2013,-211.38
12/11/2013,-211.375
11/11/2013,-211.37
10/11/2013,-211.365
09/11/2013,-211.36
08/11/2013,-211.355
07/11/2013,-211.355
06/11/2013,-211.35
05/11/2013,-211.345
04/11/2013,-211.34
03/11/2013,-211.33
02/11/2013,-211.32
01/11/2013,-211.32
31/10/2013,-211.315
30/10/2013,-211.31
29/10/2013,-211.305
28/10/2013,-211.3
27/10/2013,-211.29
26/10/2013,-211.28
25/10/2013,-211.27
24/10/2013,-211.26
23/10/2013,-211.255
22/10/2013,-211.25
21/10/2013,-211.245
20/10/2013,-211.24
19/10/2013,-211.235
18/10/2013,-211.225
17/10/2013,-211.215
16/10/2013,-211.21
15/10/2013,-211.205
14/10/2013,-211.2
13/10/2013,-211.195
12/10/2013,-211.19
11/10/2013,-211.185
10/10/2013,-211.18
09/10/2013,-211.17
08/10/2013,-211.16
07/10/2013,-211.15
06/10/2013,-211.14
05/10/2013,-211.125
04/10/2013,-211.115
03/10/2013,-211.1
02/10/2013,-211.09
01/10/2013,-211.08
30/09/2013,-211.065
29/09/2013,-211.055
28/09/2013,-211.04
27/09/2013,-211.035
26/09/2013,-211.03
25/09/2013,-211.02
24/09/2013,-211.01
23/09/2013,-211.005
22/09/2013,-211
21/09/2013,-210.99
20/09/2013,-210.985
19/09/2013,-210.98
18/09/2013,-210.975
17/09/2013,-210.97
16/09/2013,-210.965
15/09/2013,-210.96
14/09/2013,-210.95
13/09/2013,-210.94
12/09/2013,-210.935
11/09/2013,-210.93
10/09/2013,-210.92
09/09/2013,-210.905
08/09/2013,-210.89
07/09/2013,-210.875
06/09/2013,-210.86
05/09/2013,-210.85
04/09/2013,-210.845
03/09/2013,-210.84
02/09/2013,-210.835
01/09/2013,-210.83
31/08/2013,-210.82
30/08/2013,-210.81
29/08/2013,-210.805
28/08/2013,-210.8
27/08/2013,-210.795
26/08/2013,-210.79
25/08/2013,-210.785
24/08/2013,-210.775
23/08/2013,-210.76
22/08/2013,-210.745
21/08/2013,-210.735
20/08/2013,-210.725
19/08/2013,-210.71
18/08/2013,-210.695
17/08/2013,-210.68
16/08/2013,-210.665
15/08/2013,-210.65
14/08/2013,-210.645
13/08/2013,-210.64
12/08/2013,-210.635
11/08/2013,-210.63
10/08/2013,-210.625
09/08/2013,-210.615
08/08/2013,-210.605
07/08/2013,-210.6
06/08/2013,-210.595
05/08/2013,-210.59
04/08/2013,-210.585
03/08/2013,-210.57
02/08/2013,-210.555
01/08/2013,-210.54
31/07/2013,-210.525
30/07/2013,-210.51
29/07/2013,-210.495
28/07/2013,-210.48
27/07/2013,-210.47
26/07/2013,-210.46
25/07/2013,-210.45
24/07/2013,-210.44
23/07/2013,-210.43
22/07/2013,-210.42
21/07/2013,-210.41
20/07/2013,-210.4
19/07/2013,-210.395
18/07/2013,-210.39
17/07/2013,-210.38
16/07/2013,-210.37
15/07/2013,-210.365
14/07/2013,-210.36
13/07/2013,-210.35
12/07/2013,-210.335
11/07/2013,-210.32
10/07/2013,-210.31
09/07/2013,-210.295
08/07/2013,-210.285
07/07/2013,-210.27
06/07/2013,-210.255
05/07/2013,-210.24
04/07/2013,-210.23
03/07/2013,-210.22
02/07/2013,-210.21
01/07/2013,-210.2
30/06/2013,-210.195
29/06/2013,-210.19
28/06/2013,-210.18
27/06/2013,-210.175
26/06/2013,-210.17
25/06/2013,-210.165
24/06/2013,-210.16
23/06/2013,-210.15
22/06/2013,-210.14
21/06/2013,-210.13
20/06/2013,-210.12
19/06/2013,-210.115
18/06/2013,-210.11
17/06/2013,-210.1
16/06/2013,-210.09
15/06/2013,-210.08
14/06/2013,-210.07
13/06/2013,-210.065
12/06/2013,-210.06
11/06/2013,-210.055
10/06/2013,-210.05
09/06/2013,-210.045
08/06/2013,-210.035
07/06/2013,-210.025
06/06/2013,-210.02
05/06/2013,-210.015
04/06/2013,-210.01
03/06/2013,-210.005
02/06/2013,-210
01/06/2013,-209.99
31/05/2013,-209.985
30/05/2013,-209.98
29/05/2013,-209.975
28/05/2013,-209.965
27/05/2013,-209.96
26/05/2013,-209.955
25/05/2013,-209.945
24/05/2013,-209.935
23/05/2013,-209.935
22/05/2013,-209.93
21/05/2013,-209.925
20/05/2013,-209.92
19/05/2013,-209.915
18/05/2013,-209.905
17/05/2013,-209.9
16/05/2013,-209.895
15/05/2013,-209.895
14/05/2013,-209.91
13/05/2013,-209.905
12/05/2013,-209.9
11/05/2013,-209.895
10/05/2013,-209.89
09/05/2013,-209.885
08/05/2013,-209.885
07/05/2013,-209.88
06/05/2013,-209.875
05/05/2013,-209.87
04/05/2013,-209.86
03/05/2013,-209.86
02/05/2013,-209.86
01/05/2013,-209.86
30/04/2013,-209.86
29/04/2013,-209.86
28/04/2013,-209.86
27/04/2013,-209.865
26/04/2013,-209.87
25/04/2013,-209.875
24/04/2013,-209.88
23/04/2013,-209.885
22/04/2013,-209.89
21/04/2013,-209.91
20/04/2013,-209.935
19/04/2013,-209.935
18/04/2013,-209.94
17/04/2013,-209.95
16/04/2013,-209.95
15/04/2013,-209.95
14/04/2013,-209.95
13/04/2013,-209.945
12/04/2013,-209.945
11/04/2013,-209.95
10/04/2013,-209.95
09/04/2013,-209.95
08/04/2013,-209.95
07/04/2013,-209.95
06/04/2013,-209.95
05/04/2013,-209.945
04/04/2013,-209.945
03/04/2013,-209.95
02/04/2013,-209.95
01/04/2013,-209.955
31/03/2013,-209.96
30/03/2013,-209.965
29/03/2013,-209.975
28/03/2013,-209.985
27/03/2013,-209.99
26/03/2013,-209.995
25/03/2013,-210.005
24/03/2013,-210.015
23/03/2013,-210.015
22/03/2013,-210.02
21/03/2013,-210.025
20/03/2013,-210.03
19/03/2013,-210.035
18/03/2013,-210.04
17/03/2013,-210.04
16/03/2013,-210.045
15/03/2013,-210.05
14/03/2013,-210.055
13/03/2013,-210.065
12/03/2013,-210.075
11/03/2013,-210.085
10/03/2013,-210.095
09/03/2013,-210.1
08/03/2013,-210.11
07/03/2013,-210.12
06/03/2013,-210.13
05/03/2013,-210.14
04/03/2013,-210.15
03/03/2013,-210.16
02/03/2013,-210.17
01/03/2013,-210.185
28/02/2013,-210.2
27/02/2013,-210.205
26/02/2013,-210.22
25/02/2013,-210.235
24/02/2013,-210.255
23/02/2013,-210.27
22/02/2013,-210.28
21/02/2013,-210.295
20/02/2013,-210.31
19/02/2013,-210.33
18/02/2013,-210.345
17/02/2013,-210.36
16/02/2013,-210.38
15/02/2013,-210.395
14/02/2013,-210.41
13/02/2013,-210.425
12/02/2013,-210.44
11/02/2013,-210.455
10/02/2013,-210.47
09/02/2013,-210.49
08/02/2013,-210.51
07/02/2013,-210.53
06/02/2013,-210.555
05/02/2013,-210.57
04/02/2013,-210.585
03/02/2013,-210.605
02/02/2013,-210.625
01/02/2013,-210.66
31/01/2013,-210.71
30/01/2013,-210.75
29/01/2013,-210.765
28/01/2013,-210.78
27/01/2013,-210.8
26/01/2013,-210.81
25/01/2013,-210.82
24/01/2013,-210.84
23/01/2013,-210.855
22/01/2013,-210.87
21/01/2013,-210.885
20/01/2013,-210.905
19/01/2013,-210.92
18/01/2013,-210.94
17/01/2013,-210.97
16/01/2013,-210.99
15/01/2013,-211.015
14/01/2013,-211.04
13/01/2013,-211.07
12/01/2013,-211.1
11/01/2013,-211.15
10/01/2013,-211.2
09/01/2013,-211.34
08/01/2013,-211.5
07/01/2013,-211.72
06/01/2013,-211.82
05/01/2013,-211.86
04/01/2013,-211.87
03/01/2013,-211.885
02/01/2013,-211.895
01/01/2013,-211.9
31/12/2012,-211.91
30/12/2012,-211.92
29/12/2012,-211.93
28/12/2012,-211.935
27/12/2012,-211.95
26/12/2012,-211.96
25/12/2012,-211.98
24/12/2012,-212
23/12/2012,-212.02
22/12/2012,-212.07
21/12/2012,-212.19
20/12/2012,-212.255
19/12/2012,-212.265
18/12/2012,-212.27
17/12/2012,-212.275
16/12/2012,-212.28
15/12/2012,-212.285
14/12/2012,-212.285
13/12/2012,-212.305
12/12/2012,-212.31
11/12/2012,-212.32
10/12/2012,-212.33
09/12/2012,-212.34
08/12/2012,-212.355
07/12/2012,-212.37
06/12/2012,-212.385
05/12/2012,-212.385
04/12/2012,-212.4
03/12/2012,-212.4
02/12/2012,-212.4
01/12/2012,-212.4
30/11/2012,-212.4
29/11/2012,-212.395
28/11/2012,-212.395
27/11/2012,-212.395
26/11/2012,-212.4
25/11/2012,-212.4
24/11/2012,-212.4
23/11/2012,-212.405
22/11/2012,-212.41
21/11/2012,-212.41
20/11/2012,-212.41
19/11/2012,-212.405
18/11/2012,-212.4
17/11/2012,-212.4
16/11/2012,-212.4
15/11/2012,-212.4
14/11/2012,-212.4
13/11/2012,-212.4
12/11/2012,-212.4
11/11/2012,-212.41
10/11/2012,-212.42
09/11/2012,-212.435
08/11/2012,-212.435
07/11/2012,-212.435
06/11/2012,-212.43
05/11/2012,-212.425
04/11/2012,-212.42
03/11/2012,-212.415
02/11/2012,-212.415
01/11/2012,-212.415
31/10/2012,-212.41
30/10/2012,-212.405
29/10/2012,-212.405
28/10/2012,-212.4
27/10/2012,-212.395
26/10/2012,-212.4
25/10/2012,-212.395
24/10/2012,-212.39
23/10/2012,-212.385
22/10/2012,-212.38
21/10/2012,-212.38
20/10/2012,-212.375
19/10/2012,-212.37
18/10/2012,-212.365
17/10/2012,-212.365
16/10/2012,-212.365
15/10/2012,-212.36
14/10/2012,-212.36
13/10/2012,-212.355
12/10/2012,-212.35
11/10/2012,-212.35
10/10/2012,-212.35
09/10/2012,-212.345
08/10/2012,-212.34
07/10/2012,-212.335
06/10/2012,-212.33
05/10/2012,-212.32
04/10/2012,-212.315
03/10/2012,-212.31
02/10/2012,-212.305
01/10/2012,-212.3
30/09/2012,-212.29
29/09/2012,-212.285
28/09/2012,-212.28
27/09/2012,-212.28
24/09/2012,-212.265
23/09/2012,-212.26
22/09/2012,-212.25
21/09/2012,-212.24
20/09/2012,-212.235
19/09/2012,-212.23
18/09/2012,-212.22
17/09/2012,-212.21
16/09/2012,-212.205
15/09/2012,-212.195
14/09/2012,-212.185
13/09/2012,-212.175
12/09/2012,-212.17
11/09/2012,-212.16
10/09/2012,-212.155
09/09/2012,-212.15
08/09/2012,-212.14
07/09/2012,-212.13
06/09/2012,-212.12
05/09/2012,-212.115
04/09/2012,-212.11
03/09/2012,-212.105
02/09/2012,-212.1
01/09/2012,-212.09
31/08/2012,-212.08
30/08/2012,-212.06
29/08/2012,-212.05
28/08/2012,-212.04
27/08/2012,-212.035
26/08/2012,-212.03
25/08/2012,-212.015
24/08/2012,-212.005
23/08/2012,-211.99
22/08/2012,-211.985
21/08/2012,-211.98
20/08/2012,-211.975
19/08/2012,-211.97
18/08/2012,-211.955
17/08/2012,-211.94
16/08/2012,-211.93
15/08/2012,-211.92
14/08/2012,-211.91
13/08/2012,-211.905
12/08/2012,-211.9
11/08/2012,-211.88
10/08/2012,-211.87
09/08/2012,-211.86
08/08/2012,-211.855
07/08/2012,-211.85
06/08/2012,-211.84
05/08/2012,-211.825
04/08/2012,-211.815
03/08/2012,-211.805
02/08/2012,-211.795
01/08/2012,-211.79
31/07/2012,-211.785
30/07/2012,-211.78
29/07/2012,-211.77
28/07/2012,-211.75
27/07/2012,-211.74
26/07/2012,-211.735
25/07/2012,-211.725
24/07/2012,-211.715
23/07/2012,-211.705
22/07/2012,-211.69
21/07/2012,-211.68
20/07/2012,-211.67
19/07/2012,-211.665
18/07/2012,-211.66
17/07/2012,-211.655
16/07/2012,-211.65
15/07/2012,-211.64
14/07/2012,-211.63
13/07/2012,-211.62
12/07/2012,-211.61
11/07/2012,-211.605
10/07/2012,-211.6
09/07/2012,-211.59
08/07/2012,-211.58
07/07/2012,-211.57
06/07/2012,-211.56
05/07/2012,-211.55
04/07/2012,-211.54
03/07/2012,-211.53
02/07/2012,-211.52
01/07/2012,-211.51
30/06/2012,-211.5
29/06/2012,-211.495
28/06/2012,-211.49
27/06/2012,-211.485
26/06/2012,-211.48
25/06/2012,-211.475
24/06/2012,-211.47
23/06/2012,-211.46
22/06/2012,-211.45
21/06/2012,-211.445
20/06/2012,-211.44
19/06/2012,-211.44
18/06/2012,-211.435
17/06/2012,-211.43
14/06/2012,-211.415
13/06/2012,-211.41
12/06/2012,-211.405
11/06/2012,-211.4
10/06/2012,-211.4
09/06/2012,-211.39
08/06/2012,-211.385
07/06/2012,-211.38
06/06/2012,-211.38
05/06/2012,-211.375
04/06/2012,-211.375
03/06/2012,-211.37
02/06/2012,-211.365
01/06/2012,-211.36
31/05/2012,-211.36
30/05/2012,-211.355
29/05/2012,-211.355
28/05/2012,-211.35
27/05/2012,-211.345
26/05/2012,-211.34
25/05/2012,-211.335
24/05/2012,-211.335
23/05/2012,-211.33
22/05/2012,-211.33
21/05/2012,-211.325
20/05/2012,-211.32
19/05/2012,-211.32
18/05/2012,-211.315
17/05/2012,-211.315
16/05/2012,-211.315
15/05/2012,-211.315
14/05/2012,-211.315
13/05/2012,-211.315
12/05/2012,-211.315
11/05/2012,-211.315
10/05/2012,-211.315
09/05/2012,-211.315
08/05/2012,-211.315
07/05/2012,-211.315
06/05/2012,-211.315
05/05/2012,-211.315
04/05/2012,-211.315
03/05/2012,-211.32
02/05/2012,-211.325
01/05/2012,-211.33
30/04/2012,-211.335
29/04/2012,-211.34
28/04/2012,-211.345
27/04/2012,-211.345
26/04/2012,-211.35
25/04/2012,-211.35
24/04/2012,-211.35
23/04/2012,-211.355
22/04/2012,-211.355
21/04/2012,-211.36
20/04/2012,-211.36
19/04/2012,-211.365
18/04/2012,-211.37
17/04/2012,-211.37
16/04/2012,-211.375
15/04/2012,-211.38
14/04/2012,-211.39
13/04/2012,-211.4
12/04/2012,-211.41
11/04/2012,-211.42
10/04/2012,-211.43
09/04/2012,-211.44
08/04/2012,-211.45
07/04/2012,-211.465
06/04/2012,-211.48
05/04/2012,-211.49
04/04/2012,-211.51
03/04/2012,-211.52
02/04/2012,-211.53
01/04/2012,-211.54
31/03/2012,-211.555
30/03/2012,-211.565
29/03/2012,-211.57
28/03/2012,-211.59
27/03/2012,-211.61
26/03/2012,-211.625
25/03/2012,-211.64
24/03/2012,-211.655
23/03/2012,-211.675
22/03/2012,-211.69
21/03/2012,-211.705
20/03/2012,-211.72
19/03/2012,-211.74
18/03/2012,-211.76
17/03/2012,-211.79
16/03/2012,-211.84
15/03/2012,-211.88
14/03/2012,-211.905
13/03/2012,-211.925
12/03/2012,-211.945
11/03/2012,-211.96
10/03/2012,-211.97
09/03/2012,-211.99
08/03/2012,-212.02
07/03/2012,-212.05
06/03/2012,-212.08
05/03/2012,-212.12
04/03/2012,-212.17
03/03/2012,-212.2
02/03/2012,-212.27
01/03/2012,-212.37
29/02/2012,-212.41
28/02/2012,-212.44
27/02/2012,-212.46
26/02/2012,-212.48
25/02/2012,-212.5
24/02/2012,-212.52
23/02/2012,-212.54
22/02/2012,-212.565
21/02/2012,-212.59
20/02/2012,-212.615
19/02/2012,-212.66
18/02/2012,-212.74
17/02/2012,-212.79
16/02/2012,-212.83
15/02/2012,-212.85
14/02/2012,-212.86
13/02/2012,-212.88
12/02/2012,-212.89
11/02/2012,-212.9
10/02/2012,-212.915
09/02/2012,-212.94
08/02/2012,-212.955
07/02/2012,-212.97
06/02/2012,-212.975
05/02/2012,-212.99
04/02/2012,-213
03/02/2012,-213.02
02/02/2012,-213.05
01/02/2012,-213.105
31/01/2012,-213.14
30/01/2012,-213.17
29/01/2012,-213.19
28/01/2012,-213.21
27/01/2012,-213.25
26/01/2012,-213.27
25/01/2012,-213.285
24/01/2012,-213.295
23/01/2012,-213.305
22/01/2012,-213.335
21/01/2012,-213.33
20/01/2012,-213.34
19/01/2012,-213.37
18/01/2012,-213.385
17/01/2012,-213.405
16/01/2012,-213.42
15/01/2012,-213.44
14/01/2012,-213.46
13/01/2012,-213.5
12/01/2012,-213.55
11/01/2012,-213.565
10/01/2012,-213.575
09/01/2012,-213.59
08/01/2012,-213.6
07/01/2012,-213.6
06/01/2012,-213.6
05/01/2012,-213.615
04/01/2012,-213.62
03/01/2012,-213.63
02/01/2012,-213.64
01/01/2012,-213.65
31/12/2011,-213.655
30/12/2011,-213.665
29/12/2011,-213.66
28/12/2011,-213.665
27/12/2011,-213.67
26/12/2011,-213.68
25/12/2011,-213.69
24/12/2011,-213.695
23/12/2011,-213.7
22/12/2011,-213.7
21/12/2011,-213.7
20/12/2011,-213.7
19/12/2011,-213.7
18/12/2011,-213.7
17/12/2011,-213.7
16/12/2011,-213.7
15/12/2011,-213.7
14/12/2011,-213.7
13/12/2011,-213.7
12/12/2011,-213.695
11/12/2011,-213.695
10/12/2011,-213.69
09/12/2011,-213.69
08/12/2011,-213.69
07/12/2011,-213.69
06/12/2011,-213.69
05/12/2011,-213.69
04/12/2011,-213.69
03/12/2011,-213.685
02/12/2011,-213.68
01/12/2011,-213.68
30/11/2011,-213.68
29/11/2011,-213.68
28/11/2011,-213.675
27/11/2011,-213.675
26/11/2011,-213.665
25/11/2011,-213.665
24/11/2011,-213.66
23/11/2011,-213.66
22/11/2011,-213.66
21/11/2011,-213.66
20/11/2011,-213.665
19/11/2011,-213.67
18/11/2011,-213.67
17/11/2011,-213.675
16/11/2011,-213.675
15/11/2011,-213.67
14/11/2011,-213.67
13/11/2011,-213.67
12/11/2011,-213.66
11/11/2011,-213.66
10/11/2011,-213.655
09/11/2011,-213.65
08/11/2011,-213.645
07/11/2011,-213.64
06/11/2011,-213.64
05/11/2011,-213.635
04/11/2011,-213.635
03/11/2011,-213.64
02/11/2011,-213.63
01/11/2011,-213.63
31/10/2011,-213.62
30/10/2011,-213.615
27/10/2011,-213.595
26/10/2011,-213.59
25/10/2011,-213.58
24/10/2011,-213.575
23/10/2011,-213.57
22/10/2011,-213.56
21/10/2011,-213.55
20/10/2011,-213.54
19/10/2011,-213.53
18/10/2011,-213.52
17/10/2011,-213.515
16/10/2011,-213.51
15/10/2011,-213.5
14/10/2011,-213.49
13/10/2011,-213.48
12/10/2011,-213.47
11/10/2011,-213.46
10/10/2011,-213.46
09/10/2011,-213.455
08/10/2011,-213.45
07/10/2011,-213.44
06/10/2011,-213.43
05/10/2011,-213.43
04/10/2011,-213.42
03/10/2011,-213.41
02/10/2011,-213.41
01/10/2011,-213.4
30/09/2011,-213.39
29/09/2011,-213.38
28/09/2011,-213.375
27/09/2011,-213.375
26/09/2011,-213.37
25/09/2011,-213.365
24/09/2011,-213.36
23/09/2011,-213.355
22/09/2011,-213.345
21/09/2011,-213.34
20/09/2011,-213.335
19/09/2011,-213.325
18/09/2011,-213.32
17/09/2011,-213.31
15/09/2011,-213.3
14/09/2011,-213.29
13/09/2011,-213.28
12/09/2011,-213.275
11/09/2011,-213.27
10/09/2011,-213.26
09/09/2011,-213.25
08/09/2011,-213.24
07/09/2011,-213.23
06/09/2011,-213.22
05/09/2011,-213.215
04/09/2011,-213.21
03/09/2011,-213.2
02/09/2011,-213.19
01/09/2011,-213.18
31/08/2011,-213.17
